,Question,Candidate Answer 1,Candidate Answer 2,Candidate Answer 3,Source,Section,Working Group,Series
1459,"What conditions must be met for a User Equipment (UE) to consider entering and leaving Event H2, where the Aerial UE altitude becomes lower than a threshold?","For a UE to enter Event H2, it must satisfy the condition that its aerial altitude plus the hysteresis value is less than the defined threshold. Conversely, for leaving this event, the condition that the UE's altitude minus the hysteresis exceeds the threshold must be met.","The conditions for entering and leaving Event H2 are based on two inequalities involving the aerial UE altitude, the hysteresis parameter, and the threshold parameter. To enter Event H2, the sum of these values must be less than the threshold. For leaving the event, the difference between these values must exceed the threshold.","The entering condition for Event H2 requires that the aerial UE altitude relative to sea level, when added to the hysteresis parameter, results in a value less than the threshold parameter. The leaving condition is met when this altitude minus the hysteresis becomes greater than the threshold.",3GPP TS 38.331,5.5.4.22 Event H2 (The Aerial UE altitude becomes lower than a threshold),RAN2,"3GPP Series : 38 , Radio technology beyond LTE"
1460,"How does the 5G system support efficient delivery of cached content from a content caching application under operator control, considering factors such as radio and backhaul resource utilization, while also enabling management of content distribution across multiple caching applications?","The 5G system supports efficient delivery of cached content by allowing operators to configure content caching applications in the network, which provide content close to the User Equipment (UE). This approach minimizes the utilization of radio and backhaul resources. Additionally, the 5G system enables an efficient mechanism for selecting a content caching application based on operator policy, ensuring optimal delivery of cached content to the UE.","The 5G system facilitates efficient delivery of cached content through its support for content caching applications in the UE under operator control. This allows operators to manage content distribution across multiple caching applications effectively. Furthermore, the 5G system enables the delivery of cached content via broadcast/multicast services, which can be particularly beneficial for scenarios requiring widespread content dissemination.","The 5G system's support for efficient delivery of cached content is multifaceted. It begins with the ability to locate cache applications close to the UE, reducing latency and resource utilization. The system also supports operator-controlled management of content distribution across multiple caching applications, ensuring that content is delivered efficiently based on network conditions and policies.",3GPP TS 22.261,6.6.2 Requirements,SA WG1,"3GPP Series : 22 , Service aspects (""stage 1"")"
1461,"What are the specific fields and their respective sizes included in a Medium Access Control (MAC) Random Access Response (RAR) message, and how do these fields vary for different types of User Equipment (UE), such as Narrowband Internet of Things (NB-IoT) UEs or Bandwidth Limited (BL) UEs?","A MAC RAR message consists of several fixed-size fields. The 'R' field is a reserved bit set to ""0"" for most UEs but is set to ""1"" for BL UEs or those in enhanced coverage levels to indicate an uplink grant for Enhanced Dedicated Traffic (EDT). The Timing Advance Command field, 11 bits long, indicates the timing adjustment index value TA. However, for NB-IoT UEs using preamble format 2, this field can have a different range of values. The UL Grant field, typically 20 bits but varying in size depending on UE type (15 bits for NB-IoT and 12 bits for BL UEs or those in certain enhanced coverage levels), specifies uplink resources.","The MAC Random Access Response (RAR) message is structured to include several key fields that provide essential information for the User Equipment (UE). These include a reserved bit 'R', which has specific implications for Bandwidth Limited (BL) UEs or those operating in enhanced coverage levels, indicating whether an uplink grant is for Enhanced Dedicated Traffic (EDT). The Timing Advance Command field, with its 11-bit size, plays a critical role in adjusting the UE's timing. Notably, this field's interpretation can differ based on the UE type, such as NB-IoT UEs using preamble format 2, which have an extended range of values for timing adjustments.","The Medium Access Control (MAC) Random Access Response (RAR) message is a critical component of the wireless communication process, providing essential information for User Equipment (UE) to access network resources efficiently. A closer examination of its structure reveals several key fields designed to accommodate various types of UEs, including Narrowband Internet of Things (NB-IoT) and Bandwidth Limited (BL) devices.",3GPP TS 36.321,6.2.3 MAC payload for Random Access Response,RAN2,"3GPP Series : 36 , LTE (Evolved UTRA), LTE-Advanced, LTE-Advanced Pro radio technology"
1462,"What is the specific condition under which an eNodeB counts all Evolved Radio Access Bearer (E-RABs) of a User Equipment (UE) for the 'Number of E-RABs attempted to establish for incoming Handovers' measurement, and how does this relate to the transmission or receipt of specific messages in the context of intra-eNB handover?","The eNodeB counts all E-RABs of a UE when it receives an X2AP HANDOVER REQUEST or S1AP HANDOVER REQUEST message. This condition triggers the counting of all E-RABs, not just those mentioned in the message, towards the target E-UTRAN cell for the 'Number of E-RABs attempted to establish for incoming Handovers' measurement.","In the context of intra-eNB handover, the eNodeB counts all E-RABs of a UE when it transmits an RRCConnectionReconfiguration message to the UE. This transmission triggers the counting of all E-RABs towards the target E-UTRAN cell for the 'Number of E-RABs attempted to establish for incoming Handovers' measurement, providing insight into the handover process's impact on radio bearer setup.","The specific condition under which an eNodeB counts all E-RABs of a UE involves either receiving a HANDOVER REQUEST message or transmitting an RRCConnectionReconfiguration message to the UE for intra-eNB handover. This dual trigger ensures comprehensive measurement of attempted E-RAB establishments during handovers, encompassing both incoming and intra-cell scenarios.",3GPP TS 32.425,4.2.1.9 Number of E-RABs attempted to establish for incoming HOs,SA WG5,"3GPP Series : 32 , OAM&P and Charging"
1463,What conditions must be met for a User Equipment (UE) to use an anonymous SUPI based on configuration when accessing SNPN services via Trusted Non-3GPP access using a Credentials Holder AAA server?,"For the UE to use an anonymous SUPI, two primary conditions need to be satisfied. Firstly, constructing SUCI must not be usable. Secondly, the EAP method employed for authentication must support SUPI privacy.","The use of an anonymous SUPI by a UE is contingent upon two key factors. One, the standard method for constructing SUCI cannot be utilized due to specific constraints or limitations in the network or device capabilities. Two, the EAP method being used must have inherent support for Subscriber Permanent Identifier (SUPI) privacy mechanisms.","To utilize an anonymous SUPI based on configuration during Trusted Non-3GPP access to SNPN services with a Credentials Holder AAA server, the UE must operate under specific conditions. The inability to use the standard SUCI construction method due to technical or procedural limitations is a prerequisite. Additionally, the EAP authentication protocol selected for this transaction must be capable of supporting SUPI privacy features.",3GPP TS 33.501,I.10.3.2 Trusted non-3GPP access support in SNPN with CH,SA WG3,"3GPP Series : 33 , Security aspects"
1464,"What happens when the NG-RAN determines that it cannot fulfill the GFBR, PDB, or PER of a QoS profile for a given GBR QoS Flow and Notification control is enabled?","The NG-RAN sends a notification to the SMF indicating that the 'GFBR can no longer be guaranteed'. The NG-RAN continues to keep the QoS Flow unless specific conditions require the release of resources. It also attempts to fulfill the GFBR, PDB, and PER again.","The NG-RAN sends a notification towards SMF that the 'GFBR can no longer be guaranteed' for the given GBR QoS Flow when it determines that it cannot meet the required QoS parameters. This notification is crucial as it informs the SMF about the current status of the QoS Flow, enabling it to take necessary actions or forward this information to other network functions like PCF if needed.","Upon determining its inability to fulfill the GFBR, PDB, or PER for a GBR QoS Flow with Notification control enabled, the NG-RAN not only sends a notification to SMF that it can no longer guarantee the GFBR but also continues to maintain the QoS Flow. This approach ensures minimal disruption to ongoing communications while allowing the network to adapt and attempt to meet the required QoS parameters again.",3GPP TS 23.501,5.7.2.4.1a Notification Control without Alternative QoS Profiles,SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1465,"What is the correct format for deriving a Security Gateway (SeGW) Fully Qualified Domain Name (FQDN) in a scenario where there are multiple Security Gateways, one per vendor, and how does it differ from a single SeGW deployment?","In a multi-vendor Security Gateway deployment, the FQDN is derived by adding the vendor ID label in front of the 'segw' label. The correct format is: vendor<ViD>.segw.oam.mnc<MNC>.mcc<MCC>.3gppnetwork.org. This differs from a single SeGW deployment where only the 'segw' label is used, resulting in the format: segw.oam.mnc<MNC>.mcc<MCC>.3gppnetwork.org.","The correct FQDN format for multiple Security Gateways, one per vendor, involves adding a unique identifier for each vendor. This is achieved by inserting the <vendor ID> label before the 'segw' label, resulting in the format: vendor<ViD>.segw.oam.mnc<MNC>.mcc<MCC>.3gppnetwork.org. In contrast, a single SeGW deployment does not require this additional identifier, and the FQDN is derived using only the 'segw' label.","When multiple Security Gateways are deployed, each from a different vendor, it's essential to uniquely identify each gateway. The correct FQDN format for such deployments includes the <vendor ID> label, which is added in front of the 'segw' label. This results in the format: vendor<ViD>.segw.oam.mnc<MNC>.mcc<MCC>.3gppnetwork.org. In a single SeGW deployment scenario, this additional identifier is not required, and the FQDN is derived using only the 'segw' label, resulting in the simpler format: segw.oam.mnc<MNC>.mcc<MCC>.3gppnetwork.org.",3GPP TS 23.003,23.3.2.3.3 Security Gateway,CT WG4,"3GPP Series : 23 , Technical realization (""stage 2"")"
1466,"In a 5G system, when a User Equipment (UE) in NB-N1 mode has reached its maximum number of allowed active user-plane resources for PDU sessions and an upper layer requests more user-plane resources for exception data reporting, what action must the UE take to cater for this request?","The UE must release one or more existing PDU sessions with active user-plane resources to accommodate the new request. This is because the maximum number of allowed active user-plane resources has been reached, and releasing an existing session will free up resources needed for exception data reporting.","To cater for the upper layer's request for exception data reporting when the UE in NB-N1 mode has already utilized its maximum allowed active user-plane resources, it must release a PDU session that currently holds user-plane resources. This action is necessary to allocate the required resources for exception data reporting.","When an upper layer requests more user-plane resources for exception data reporting and the UE in NB-N1 mode has reached its maximum capacity of active user-plane resources, it must release a PDU session that is not being used for exception data reporting. This release must be done to ensure proper resource reallocation and maintain system efficiency.",3GPP TS 24.501,6.4.1.5A Handling the maximum number of allowed active user-plane resources for PDU sessions of UEs in NB-N1 mode,CT WG1,"3GPP Series : 24 , Signalling protocols (""stage 3"") - user equipment to network"
1467,"What action does the SMF take upon receiving a REMOTE UE REPORT message, specifically regarding the inclusion of the PTI and the EAP message IE in the subsequent REMOTE UE REPORT RESPONSE message?","Upon receipt of the REMOTE UE REPORT message, the SMF includes the PTI from the received message in the REMOTE UE REPORT RESPONSE message. Additionally, it sets the EAP message IE to either an EAP-success or EAP-failure message if such a message is received from the DN.","The SMF takes two key actions upon receiving a REMOTE UE REPORT message. Firstly, it includes the PTI from the original report in its response to maintain context and ensure accurate communication. Secondly, regarding the EAP message IE, the SMF reflects the outcome of the authentication process by setting it to either an EAP-success or EAP-failure message based on what was received from the DN.","The action taken by the SMF upon receiving a REMOTE UE REPORT message involves two critical inclusions in the subsequent REMOTE UE REPORT RESPONSE message. It ensures continuity by including the PTI, which is directly obtained from the report it received. Moreover, for the EAP message IE, the SMF dynamically sets its value based on the outcome of the authentication process as indicated by messages (EAP-success or EAP-failure) received from the DN, thus providing a clear indication of the authentication result to the 5G ProSe layer-3 remote UE.",3GPP TS 24.501,6.6.2.3 Remote UE report procedure accepted by the network,CT WG1,"3GPP Series : 24 , Signalling protocols (""stage 3"") - user equipment to network"
1468,"What is the primary purpose of the Nnef_ServiceParameter_Delete operation in the 5G System (5GS), and what are the required inputs for this service operation?","The primary purpose of the Nnef_ServiceParameter_Delete operation is to enable the consumer to delete service-specific parameters from the User Data Repository via the Network Exposure Function. This operation allows for the removal of specific service parameters, ensuring that outdated or unnecessary data is purged. The required inputs include a Service Descriptor and a Transaction Reference ID.","The Nnef_ServiceParameter_Delete operation serves as a critical function in the 5G System for managing service-specific parameters stored in the UDR. By utilizing this operation, consumers can efficiently delete outdated or redundant service parameters, thereby maintaining data consistency and reducing storage requirements. To initiate this operation, two essential inputs are required: a Service Descriptor that uniquely identifies the service, and a Transaction Reference ID.","In the context of the 5G System, the Nnef_ServiceParameter_Delete operation plays a vital role in ensuring the accuracy and relevance of service-specific parameters stored in the UDR. This operation allows consumers to proactively delete parameters that are no longer required or have become obsolete, thus preventing data inconsistencies and potential security vulnerabilities. The two mandatory inputs for this operation are a Service Descriptor and a Transaction Reference ID.",3GPP TS 23.502,5.2.6.11.4 Nnef_ServiceParameter_Delete operation,SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1469,"What happens when a User Equipment (UE) with access restriction for unlicensed spectrum performs an inter-RAT handover from GERAN/UTRAN to E-UTRAN, and how does the MME ensure that the eNodeB is aware of this restriction?",The MME ensures that the eNodeB is aware of this restriction by signaling it as part of the Handover Restriction List. The eNodeB then checks whether the UE is allowed to use unlicensed spectrum and refrains from establishing dual connectivity or carrier aggregation with LTE in unlicensed spectrum if the UE is not permitted.,"The MME either already has the Access Restriction for Unlicensed Spectrum in the UE's context or obtains it from the HSS during the subsequent Tracking Area Update procedure. The MME then signals this restriction to the E-UTRAN as part of the Handover Restriction List, ensuring that the eNodeB is aware of the UE's access restrictions for unlicensed spectrum.","The MME plays a crucial role in ensuring that the eNodeB is aware of any access restrictions for unlicensed spectrum imposed on the UE. The MME achieves this by signaling the Access Restriction for Unlicensed Spectrum as part of the Handover Restriction List to the E-UTRAN. Although there is a small risk of transient allocation of unlicensed spectrum resources, the eNodeB ultimately checks the UE's permissions and refrains from establishing dual connectivity or carrier aggregation with LTE in unlicensed spectrum if the UE is not authorized.",3GPP TS 23.401,4.3.30 Unlicensed spectrum aggregation (LAA/LWA/LWIP/NR-U),SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1470,"How can energy consumption be managed and limited for best-effort traffic in a 5G network, considering both time-based and location-based constraints, without compromising performance guarantees?","Energy consumption for best-effort traffic in a 5G network can be managed through policies that limit maximum energy use over time or by location. For instance, operators can define policies to restrict energy consumption during peak hours or in specific service areas.","To manage and limit energy consumption for best-effort traffic in a 5G network while considering time-based and location-based constraints, operators can implement policies with maximum energy credit limits. These limits are based on an energy charging rate that caps the total amount of energy consumed by best-effort services.","Energy consumption management for best-effort traffic in a 5G network involves defining policies that balance energy efficiency with performance considerations. Since best-effort services lack QoS guarantees, operators can establish time-based and location-based constraints without compromising performance.",3GPP TS 22.261,6.15a.2.1 Description,SA WG1,"3GPP Series : 22 , Service aspects (""stage 1"")"
1471,What type of grant shall be used in the OAuth 2.0 framework for authorizing NF Service requests from NF Service requestors to NF Service Producers in a 5G System?,The Client Credentials Grant is the specified type of grant that should be utilized within the OAuth 2.0 framework for the authorization of NF Service requests between NF Service requestors and NF Service Producers in a 5G System.,"The Client Credentials Grant is mandated for use in authorizing NF Service requests, enabling secure authorization between NF Service requestors and producers.","In the context of a 5G System's security architecture, the OAuth 2.0 framework relies on the Client Credentials Grant to facilitate secure authorization, ensuring that only authorized NF Service requestors can access services provided by NF Service Producers.",3GPP TS 33.501,13.4.1 OAuth 2.0 based authorization of Network Function service access 13.4.1.0 General,SA WG3,"3GPP Series : 33 , Security aspects"
1472,"What is the maximum allowed time gap between two sub-frames for a User Equipment (UE) transmitter to maintain its relative power tolerance when setting its output power in a target sub-frame, and how does this relate to PRACH transmission?","The UE transmitter must maintain its relative power tolerance within a time gap of ≤ 20 ms between the target sub-frame and the most recently transmitted reference sub-frame. This ensures that the UE can accurately set its output power in relation to the previous transmission. For PRACH transmission, this means that the UE's ability to set its output power is tied to the power of the most recently transmitted preamble.","The maximum allowed time gap for maintaining relative power tolerance is ≤ 20 ms between sub-frames. This constraint allows the UE transmitter to adjust its output power in a target sub-frame based on the power of the previous reference sub-frame, ensuring consistent transmission power levels. In PRACH transmission, this means that the UE's output power is calibrated against the preamble transmission, enabling accurate power control.","To maintain relative power tolerance, the time gap between two sub-frames must not exceed 20 ms. This requirement ensures that the UE transmitter can accurately set its output power in a target sub-frame by referencing the most recently transmitted reference sub-frame. In the context of PRACH transmission, this means that the UE's ability to control its output power is closely tied to the preamble transmission, which serves as a reference point for adjusting the transmission power levels.",3GPP TS 36.101,6.3.5.2 Relative Power tolerance,RAN4,"3GPP Series : 36 , LTE (Evolved UTRA), LTE-Advanced, LTE-Advanced Pro radio technology"
1473,"How does wireless self-backhauling in the radio access network enable simpler deployment and incremental rollout of dense access nodes, and what are the key benefits it provides for network planning and installation efforts?","Wireless self-backhauling simplifies the deployment of dense access nodes by reducing reliance on wired backhaul availability at each location. This approach enables incremental rollout, allowing operators to gradually increase network density without being constrained by the need for simultaneous wired backhaul provisioning. Key benefits include reduced network planning and installation efforts due to plug-and-play features like self-configuration, self-organizing, and self-optimization.","By utilizing wireless self-backhauling, radio access networks can facilitate simpler deployment of dense access nodes by mitigating the challenges associated with wired backhaul availability, capacity, and scalability. This approach allows for more flexible and incremental rollout strategies, as operators are no longer required to ensure simultaneous wired backhaul provisioning at each access node location. The primary benefits for network planning and installation efforts include streamlined processes, reduced complexity, and lower costs.","Wireless self-backhauling in radio access networks enables simpler deployment and incremental rollout of dense access nodes by providing an alternative to traditional wired backhaul solutions. This approach reduces the need for extensive network planning and installation efforts, as it leverages plug-and-play features that facilitate self-configuration, self-organizing, and self-optimization. The key benefits of wireless self-backhauling include increased deployment flexibility, reduced reliance on wired infrastructure, and lower operational costs.",3GPP TS 22.261,6.12.1 Description,SA WG1,"3GPP Series : 22 , Service aspects (""stage 1"")"
1474,What information does a UE need to provide during a PDU Session Establishment or Modification Request?,"The UE must indicate whether it supports Ethernet PDU Session Type, Reflective QoS, Multi-homed IPv6 PDU Session (if applicable), ATSSS capability, transfer of Port Management Information containers, and support for secondary DN authentication and authorization over EPC.","During a PDU Session Establishment or Modification Request, the UE is required to specify its capabilities in terms of supporting specific features. These include indicating whether it can handle Ethernet type PDU sessions, if it supports Reflective QoS for managing quality of service, and if it can manage Multi-homed IPv6 PDU Sessions when the requested PDU type is either IPv6 or dual-stack IPv4v6.","The UE's capabilities during a PDU Session Establishment or Modification Request must include information on several key capabilities. This includes support for Ethernet as a PDU session type, whether it can handle Reflective QoS, which is crucial for dynamic quality of service adjustments; and if it supports Multi-homed IPv6 sessions under specific conditions. Additionally, the UE must indicate its capability regarding ATSSS, the transfer of Port Management Information containers, and its ability to support secondary DN authentication and authorization over EPC.",3GPP TS 23.501,5.4.4b UE 5GSM Core Network Capability handling,SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1475,"In a scenario where a User Equipment (UE) is attaching to the network for emergency bearer services and receives a message without integrity protection containing the T3302 timer value, what should the UE do with the received contents of this information?",The UE should use the received contents of this information.,The UE should utilize the information contained within for its operations.,"The UE is instructed to apply the received contents, ensuring proper handling of the timer value in accordance with guidelines for such critical service scenarios.",3GPP TS 24.008,9.4.4.1 T3302 value,CT WG1,"3GPP Series : 24 , Signalling protocols (""stage 3"") - user equipment to network"
1476,"How does the 5G system ensure service continuity for private communications within a 5G LAN Virtual Network (VN) when a User Equipment (UE) switches from one relay UE to another, or transitions between direct and indirect network connections?","The 5G system ensures service continuity by providing the same level of Quality of Service (QoS) for Ethernet packets transferred between the remote UE and relay UE, regardless of whether they are using a direct or indirect network connection.","To ensure service continuity, the 5G system supports handovers between relay UEs and transitions between direct and indirect network connections without disrupting private communications within the 5G LAN-VN.","The 5G system guarantees service continuity through its inherent design, which allows remote UEs to communicate with other member UEs within the same 5G LAN-VN without interruption.",3GPP TS 22.261,6.26.2.8 Indirect communication mode,SA WG1,"3GPP Series : 22 , Service aspects (""stage 1"")"
1477,"In a GTPv2-C control plane, when the Paging and Service Information IE is used to carry per bearer paging and service information, what does the PPI flag indicate about the presence of the Paging Policy Indication value, and how is this value encoded if present?","The PPI flag indicates whether the Paging Policy Indication value shall be present. If set to '1', then the Paging Policy Indication value shall be present, and it is encoded as the DSCP in TOS (IPv4) or TC (IPv6) information received in the IP payload of the GTP-U packet from the PGW.","The PPI flag serves as a presence indicator for the Paging Policy Indication value. When set to '1', it signifies that the Paging Policy Indication value is encoded based on the DSCP in TOS (IPv4) or TC (IPv6) information obtained from the IP payload of the GTP-U packet sent by the PGW.","The PPI flag acts as a toggle for the presence of the Paging Policy Indication value. If set to '0', then there is no Paging Policy Indication value included. Conversely, if set to '1', then the Paging Policy Indication value is encoded using the DSCP information from TOS (IPv4) or TC (IPv6), as received in the IP payload of the GTP-U packet from the PGW.",3GPP TS 29.274,8.117 Paging and Service Information,CT WG4,"3GPP Series : 29 , Signalling protocols (""stage 3"") - intra-fixed-network"
1478,What is the primary purpose of Serving PLMN rate control in a 5G system?,The primary purpose of Serving PLMN rate control in a 5G system is to protect the Access and Mobility Management Function (AMF) from excessive load generated by user data over the control plane.,Serving PLMN rate control in a 5G system serves as a mechanism for the Serving Public Land Mobile Network (PLMN) to regulate the amount of control plane traffic it receives from User Equipment (UE).,The primary purpose of Serving PLMN rate control in a 5G system is to allow the Serving Public Land Mobile Network (PLMN) to manage its resources more effectively by controlling the amount of control plane traffic it receives from User Equipment (UE).,3GPP TS 24.501,6.2.14 Handling of Serving PLMN rate control,CT WG1,"3GPP Series : 24 , Signalling protocols (""stage 3"") - user equipment to network"
1479,What is the relationship between the Category NB1/NB2 channel bandwidth and the transmission bandwidth configuration for a User Equipment operating with a channel bandwidth of 200 kHz?,"The relationship between the Category NB1/NB2 channel bandwidth and the transmission bandwidth configuration is that the channel edges are defined as the lowest and highest frequencies of the carrier separated by the channel bandwidth. This means that for a User Equipment operating with a channel bandwidth of 200 kHz, the channel edges will be at FC +/- 100 kHz, where FC is the center frequency of the carrier.","The transmission bandwidth configuration is related to the Category NB1/NB2 channel bandwidth through the number of tones used in the transmission. For a User Equipment operating with a channel bandwidth of 200 kHz, the transmission bandwidth configuration will be determined by the number of tones that can fit within this bandwidth.","The relationship between the Category NB1/NB2 channel bandwidth and the transmission bandwidth configuration can be understood by considering the concept of subcarriers. In a User Equipment operating with a channel bandwidth of 200 kHz, the available bandwidth is divided into multiple subcarriers, each with a bandwidth of 15 kHz or 3.75 kHz. The number of subcarriers used in the transmission determines the transmission bandwidth configuration.",3GPP TS 36.101,5.6F Channel bandwidth for category NB1 and NB2,RAN4,"3GPP Series : 36 , LTE (Evolved UTRA), LTE-Advanced, LTE-Advanced Pro radio technology"
1480,"What implications does a value of '0' for the MBMS-Session-Repetition-Number AVP have on the synchronization and tracking of an MBMS transmission session, specifically in scenarios where retransmissions are necessary due to packet loss or network congestion?","A value of '0' for the MBMS-Session-Repetition-Number AVP signifies the first transmission of a session. This initial transmission serves as a reference point for subsequent retransmissions, which are assigned incrementing values to facilitate efficient tracking and management of the transmission sequence.","When the MBMS-Session-Repetition-Number AVP has a value of '0', it indicates that the BM-SC is initiating a new MBMS transmission session. This initial transmission is crucial for establishing synchronization between the BM-SC and other network entities involved in the MBMS transmission process.","The significance of the value '0' for the MBMS-Session-Repetition-Number AVP lies in its role as a trigger for session initialization and synchronization. By setting this value to '0', the BM-SC signals the start of a new MBMS transmission session, which enables the tracking and management of retransmissions throughout the session lifecycle.",3GPP TS 29.061,17.7.15 MBMS-Session-Repetition-Number AVP,CT WG3,"3GPP Series : 29 , Signalling protocols (""stage 3"") - intra-fixed-network"
1481,"What should be the primary objective of a source GTP-C entity when enforcing overload control to prevent over-throttling of messages, considering its impact on end-user services and potential additional signaling in the network?","The primary objective of a source GTP-C entity should be to ensure that good throughput of the network remains consistent, even when overload control is applied.","To prevent over-throttling of messages and its negative impact on end-user services, a source GTP-C entity's primary objective should be to strike a balance between enforcing overload control and maintaining optimal network performance.","The primary goal of a source GTP-C entity when implementing overload control measures is to minimize the risk of over-throttling, which could lead to service disruptions and additional signaling in the network.",3GPP TS 29.274,12.3.10.2.1 Good throughput of the network,CT WG4,"3GPP Series : 29 , Signalling protocols (""stage 3"") - intra-fixed-network"
1482,What is the relationship between the per UE Aggregate Maximum Bit Rate (UE-AMBR) and the per Session Aggregate Maximum Bit Rate (Session-AMBR)?,"The UE-AMBR limits the aggregate bit rate across all Non-GBR QoS Flows of a UE, calculated by summing up the Session-AMBRs of all PDU Sessions with active user plane. The AMF plays a crucial role in determining the UE-AMBR and provides this value to the RAN.","The UE-AMBR and Session-AMBR are related but distinct parameters, where the Session-AMBR limits the aggregate bit rate across all Non-GBR QoS Flows for a specific PDU Session. The AMF influences this relationship by providing the UE-AMBR to the RAN.","The relationship between UE-AMBR and Session-AMBR is one of aggregation, where the UE-AMBR represents the sum of Session-AMBRs across all PDU Sessions with active user plane. The AMF plays a crucial role in this relationship by providing the UE-AMBR to the RAN.",3GPP TS 23.501,5.7.2.6 Aggregate Bit Rates,SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1483,"What specific inputs must a network function provide to successfully invoke the Npcf_PDTQPolicyControl_Create service operation, ensuring the creation of a tailored Policy and Charging Control framework that meets the unique requirements of the 5G System?","To successfully invoke the Npcf_PDTQPolicyControl_Create service operation, a network function must provide three critical inputs. Firstly, it needs to supply an ASP identifier, which uniquely identifies the AMF or other network functions involved in the policy control process. Secondly, it should specify the number of User Equipments that will be impacted by the policy, enabling accurate planning and allocation of network resources. Lastly, a list of desired time windows for the policy's applicability must be provided, allowing for flexible scheduling of policy enforcement.","The Npcf_PDTQPolicyControl_Create service operation requires three key inputs to establish a Policy and Charging Control framework in the 5G System. These include an ASP identifier, which serves as a unique reference for the network function initiating the request; the number of UEs affected by the policy, enabling proper resource allocation and management; and either a QoS reference or individual QoS parameters.","For the successful invocation of the Npcf_PDTQPolicyControl_Create service operation, a network function is required to provide three essential pieces of information. The ASP identifier ensures that the policy control request can be properly routed and managed within the network infrastructure. Specifying the number of UEs allows for accurate planning and allocation of network resources in accordance with the policy's requirements. Additionally, providing either a QoS reference or detailed QoS parameters enables the creation of policies that align with the desired service quality and performance characteristics.",3GPP TS 23.502,5.2.5.9.2 Npcf_PDTQPolicyControl_Create service operation,SA WG2,"3GPP Series : 23 , Technical realization (""stage 2"")"
1484,"In RRC_CONNECTED mode, how does a User Equipment (UE) derive Reference Signal Received Power (RSRP) measurement results per cell associated with NR measurement objects when the network configures it to use SS/PBCH blocks and both nrofSS-BlocksToAverage and absThreshSS-BlocksConsolidation are configured in the measObject?","In RRC_CONNECTED mode, when the network configures a UE to derive RSRP measurement results per cell associated with NR measurement objects using SS/PBCH blocks, and both nrofSS-BlocksToAverage and absThreshSS-BlocksConsolidation are configured in the measObject, the UE derives each cell measurement quantity based on SS/PBCH block as the linear power scale average of the highest beam measurement quantity values above absThreshSS-BlocksConsolidation.","When a UE is in RRC_CONNECTED mode and configured by the network to use SS/PBCH blocks for deriving RSRP measurement results per cell associated with NR measurement objects, it first checks if both nrofSS-BlocksToAverage and absThreshSS-BlocksConsolidation are present in the measObject. If they are, the UE then identifies the highest beam measurement quantity values that exceed the threshold specified by absThreshSS-BlocksConsolidation.","In RRC_CONNECTED mode, a UE derives RSRP measurement results per cell associated with NR measurement objects based on SS/PBCH blocks by following specific steps when both nrofSS-BlocksToAverage and absThreshSS-BlocksConsolidation are configured. Initially, it identifies the beam measurements that exceed the consolidation threshold.",3GPP TS 38.331,5.5.3.3 Derivation of cell measurement results,RAN2,"3GPP Series : 38 , Radio technology beyond LTE"
1485,"In a 5G System where direct communication is used between Network Functions within one Public Land Mobile Network (PLMN), what method(s) are specified for authentication if the PLMN does not utilize protection at the transport layer?","If the PLMN does not use protection at the transport layer, authentication between NFs within one PLMN may be implicit by NDS/IP or physical security.","In the absence of transport layer protection, the 5G System may employ implicit authentication methods. These include leveraging the secure characteristics of NDS/IP protocols or relying on the physical security controls that are already in place within the PLMN infrastructure.","When protection at the transport layer is not utilized, the network functions within the same PLMN can use alternative methods for authentication. Specifically, they may rely on the implicit trust established through NDS/IP protocols or the physical security measures that are part of the PLMN's infrastructure.",3GPP TS 33.501,13.3.2.1 Direct communication,SA WG3,"3GPP Series : 33 , Security aspects"
1486,"During an intra-gNB-CU or intra-ng-eNB handover, what is the User Equipment's (UE) behavior regarding Access Stratum (AS) security algorithms if no new algorithms are indicated, and how does this impact network performance?","The UE continues to utilize the same security algorithms that were in use prior to the handover. This ensures seamless communication and maintains the existing security context, which is essential for preventing potential security breaches.","The UE defaults to maintaining the current AS security configuration. This approach avoids unnecessary changes and ensures that the UE remains connected with the same level of security as before the handover. Moreover, this behavior also helps in minimizing the impact on network performance, as it prevents any potential disruptions that could arise from changing security protocols.","The UE's decision to continue using the existing AS security algorithms is based on the principle of maintaining a stable and secure connection. By avoiding unnecessary changes to security protocols, the UE ensures a smooth transition and prevents potential vulnerabilities that could compromise network performance and security.",3GPP TS 33.501,6.7.3.3 Intra-gNB-CU handover/intra-ng-eNB handover,SA WG3,"3GPP Series : 33 , Security aspects"
